id,Address,Response_Address,Response_X,Response_Y
3985,基隆市仁愛區仁五路39號,基隆市仁愛區文安里2鄰仁五路39號,324701.849,2780074.910
3986,基隆市仁愛區忠二路11之1號,基隆市仁愛區新店里6鄰忠二路11之1號,324658.669,2780358.290
3987,基隆市仁愛區仁二路47號,基隆市仁愛區水錦里19鄰仁二路47號,325611.049,2780117.149
3988,基隆市仁愛區忠二路27號,基隆市仁愛區新店里4鄰忠二路27號,324597.719,2780393.830
3989,基隆市仁愛區忠二路5號,基隆市仁愛區新店里6鄰忠二路5號,324671.190,2780349.939
3990,基隆市中正區義二路10號,基隆市中正區德義里6鄰義二路10號,325145.380,2780452.390
3991,基隆市中正區祥豐街131號,基隆市中正區砂灣里16鄰祥豐街131號,327085.250,2781785.419
3992,基隆市中正區義二路65號,基隆市中正區德義里2鄰義二路65號,325201.750,2780592.310
3993,基隆市中正區祥豐街175號,基隆市中正區砂灣里7鄰祥豐街175號,327130.479,2781830.169
3994,基隆市中正區新豐街308號,基隆市中正區新豐里9鄰新豐街308號,329348.700,2781059.270
3995,基隆市中正區北寧路390號,基隆市中正區砂子里9鄰北寧路390號,330308.000,2781469.390
3996,基隆市中正區北寧路368之1號,基隆市中正區碧砂里7鄰北寧路368之1號,329971.330,2781460.720
3997,基隆市中正區北寧路352號,基隆市中正區碧砂里6鄰北寧路352號,329887.659,2781552.230
3998,基隆市中正區中船路88之1號,基隆市中正區正船里8鄰中船路88之1號,325752.210,2781213.430
3999,基隆市中正區義二路134號,基隆市中正區正義里4鄰義二路134號,325317.359,2780740.169
4000,基隆市中正區義二路195號,基隆市中正區信義里18鄰義二路195號,325401.409,2780928.020
4001,基隆市中正區和ㄧ路61號,基隆市中正區和憲里4鄰和一路61號,327364.390,2783142.220
4002,基隆市中正區義二路28號,基隆市中正區德義里6鄰義二路28號,325165.739,2780487.310
4003,基隆市安樂區基金一路133之4號,基隆市安樂區外寮里3鄰基金一路133之4號,321730.380,2781501.200
4004,基隆市安樂區基金三路139號,基隆市安樂區內寮里7鄰基金三路139號,320144.349,2783280.779
4005,基隆市安樂區安樂路二段235號,基隆市安樂區鶯歌里10鄰安樂路二段235號,322926.380,2779319.970
4006,基隆市安樂區基金一路135巷21弄1號底一層之7,基隆市安樂區武崙里14鄰基金一路135巷21弄1號,321505.140,2781498.520
4007,基隆市安樂區樂利三街104號,基隆市安樂區六合里1鄰樂利三街104號,322079.020,2779972.629
4008,基隆市安樂區麥金路441號,基隆市安樂區三民里28鄰麥金路441號,322488.679,2779966.430
4009,基隆市安樂區基金一路393號,基隆市安樂區新崙里6鄰基金一路393號,320941.429,2781671.330
4010,基隆市安樂區樂一路6號,基隆市安樂區安和里2鄰樂一路6號,324069.820,2780553.680
4011,基隆市安樂區安樂路二段120號,基隆市安樂區七賢里2鄰安樂路二段120號,323051.840,2779480.120
4012,基隆市安樂區安樂路二段116號,基隆市安樂區七賢里3鄰安樂路二段116號,323073.919,2779501.910
4013,基隆市安樂區麥金路186號,基隆市安樂區鶯歌里11鄰麥金路186號,322953.729,2779191.350
4014,基隆市中山區西榮里西定路56號,基隆市中山區西榮里8鄰西定路56號,324153.840,2780684.040
4015,基隆市中山區西定路252號,基隆市中山區西定里2鄰西定路252號,323782.570,2781217.470
4016,基隆市中山區復興路105號,基隆市中山區德和里27鄰復興路105號,323208.979,2782018.939
4017,基隆市中山區安一路15號,基隆市中山區安平里5鄰安一路15號,324329.700,2780527.529
4018,基隆市中山區復興路162號,基隆市中山區德和里28鄰復興路162號,323265.799,2782046.029
4019,基隆市中山區中華路12號,基隆市中山區通化里4鄰中華路12號,324488.120,2782102.879
4020,基隆市中山區復興路109號,基隆市中山區德和里27鄰復興路109號,323219.609,2782030.120
4021,基隆市中山區中和路166之4號,基隆市中山區和慶里1鄰中和路166之4號,322380.289,2782499.799
4022,基隆市中山區安一路28之1號,基隆市中山區安平里4鄰安一路28之1號,324309.330,2780555.810
4023,基隆市中山區復興路252號,基隆市中山區德和里22鄰復興路252號,323185.700,2782332.870
4024,基隆市中山區復興路210號,基隆市中山區德和里6鄰復興路210號,323269.429,2782203.399
4025,基隆市暖暖區源遠路192號,基隆市暖暖區碇和里16鄰源遠路192號,325704.359,2776859.669
4026,基隆市暖暖區源遠路282號,基隆市暖暖區碇安里17鄰源遠路282號,326381.200,2776971.390
4027,基隆市暖暖區暖暖街180號,基隆市暖暖區暖同里14鄰暖暖街180號,324202.390,2776999.680
4028,基隆市暖暖區源遠路305號,基隆市暖暖區碇安里17鄰源遠路305號,326362.049,2776994.620
4029,基隆市暖暖區源遠路188巷1號,基隆市暖暖區碇和里8鄰源遠路188巷1號,325673.109,2776861.960
4030,基隆市暖暖區暖暖街477號,基隆市暖暖區暖西里21鄰暖暖街477號,324363.719,2776276.129
4031,基隆市暖暖區東勢街4之15號,基隆市暖暖區暖暖里12鄰東勢街4之15號,324280.200,2777006.899
4032,基隆市暖暖區過港路156號,基隆市暖暖區過港里15鄰過港路156號,324254.640,2777851.870
4033,基隆市暖暖區暖暖街193號,基隆市暖暖區暖暖里5鄰暖暖街193號,324195.929,2776942.370
4034,基隆市七堵區開元路75號,基隆市七堵區正明里11鄰開元路75號,321910.580,2776581.259
4035,基隆市七堵區開元路69號,基隆市七堵區正光里13鄰開元路69號,321959.070,2776600.839
4036,基隆市七堵區百三街62號,基隆市七堵區實踐里10鄰百三街62號,320221.370,2775009.930
4037,基隆市七堵區福二街147號,基隆市七堵區堵北里11鄰福二街147號,320206.440,2775261.939
4038,基隆市七堵區明德一路175號,基隆市七堵區正明里1鄰明德一路175號,321852.380,2776703.180
4039,基隆市七堵區百三街124號,基隆市七堵區實踐里18鄰百三街124號,320431.400,2775013.210
4040,基隆市七堵區工建路1之19號,基隆市七堵區六堵里11鄰工建路1之19號,320794.179,2775786.299
4041,基隆市七堵區明德一路109號,基隆市七堵區正光里3鄰明德一路109號,322115.620,2776810.509
4042,基隆市七堵區自治街21號,基隆市七堵區正光里18鄰自治街21號,321953.880,2776554.919
4043,基隆市七堵區明德一路187號,基隆市七堵區正明里1鄰明德一路187號,321823.359,2776691.990
4044,基隆市七堵區福二街93號,基隆市七堵區堵北里7鄰福二街93號,320218.520,2775060.430
4045,基隆市七堵區百五街36號,基隆市七堵區百福里3鄰百五街36號,320279.510,2775237.410
4046,基隆市七堵區自治北街3號,基隆市七堵區永安里1鄰自治北街3號,321840.609,2776745.960
4047,新竹市香山區香山里香北路253號,新竹市香山區香山里13鄰香北路253號,242408.810,2742495.480
4048,新竹市香山區香山里香北路193號,新竹市香山區香山里13鄰香北路193號,242506.959,2742578.049
4049,新竹市香山區虎山里延平路二段241號,新竹市香山區虎山里1鄰延平路二段241號,243598.519,2744301.819
4050,新竹市香山區內湖里內湖路88之2號,新竹市香山區內湖里19鄰內湖路88之2號,240471.079,2737338.600
4051,新竹市香山區朝山里中華路五段738號,新竹市香山區朝山里2鄰中華路五段738號,241282.049,2739693.250
4052,新竹市香山區牛埔里牛埔路421號,新竹市香山區牛埔里4鄰牛埔路421號,244099.290,2743230.109
4053,新竹市香山區虎林里延平路二段102號,新竹市香山區虎林里7鄰延平路二段102號,243902.790,2744201.430
4054,新竹市香山區香山里香北路一五二號,新竹市香山區香山里21鄰香北路152號,242528.480,2742633.109
4055,新竹市香山區內湖里內湖路72號,新竹市香山區內湖里18鄰內湖路72號,240471.290,2737396.529
4056,新竹市香山區香北路147號,新竹市香山區香山里2鄰香北路147號,242596.510,2742663.830
4057,新竹市香山區頂埔里牛埔東路14號,新竹市香山區頂埔里19鄰牛埔東路14號,245031.140,2743571.609
4058,新竹市北區金華里光華南街40號,新竹市北區金華里1鄰光華南街40號,247464.140,2745422.870
4059,新竹市北區水田街170號,新竹市北區光田里15鄰水田街170號,246798.070,2745379.379
4060,新竹市北區境福里中正路439號,新竹市北區境福里12鄰中正路439號,245917.000,2745375.290
4061,新竹市北區中雅里北新街58號,新竹市北區中雅里9鄰北新街131號,245503.820,2743985.730
4062,新竹市北區民富里西大路724號,新竹市北區民富里2鄰西大路724號,245928.410,2744693.200
4063,新竹市北區中興里北門街5號,新竹市北區中興里1鄰北門街5號,246560.829,2744190.649
4064,新竹市北區中山里中山路7號,新竹市北區中山里7鄰中山路7號,246720.700,2744272.240
4065,新竹市北區新民里民富街108號,新竹市北區新民里5鄰民富街108號,246200.840,2744598.390
4066,新竹市北區湳雅街259號,新竹市北區舊社里5鄰湳雅街259號,247521.950,2746058.549
4067,新竹市北區西門里仁化街5之2號,新竹市北區西門里3鄰仁化街5之2號,246502.070,2744165.270
4068,新竹市北區磐石里西大路852號,新竹市北區磐石里14鄰西大路852號,245584.630,2744903.419
4069,新竹市北區金華里光華東街79號,新竹市北區金華里8鄰光華東街79號,247513.660,2745512.419
4070,新竹市北區西門里中山路148號,新竹市北區西門里2鄰中山路148號,246401.549,2744070.700
4071,新竹市北區西雅里中山路420號,新竹市北區西雅里7鄰中山路420號,245735.380,2743645.279
4072,新竹市北區光華一街28號,新竹市北區金華里3鄰光華一街28號,247318.040,2745424.859
4073,新竹市北區光華里湳雅街2之1號,新竹市北區光華里1鄰湳雅街2之1號,246924.459,2745496.430
4074,新竹市北區興南里西門街103號,新竹市北區興南里7鄰西門街103號,246343.870,2743812.160
4075,新竹市北區文雅里中正路331號,新竹市北區文雅里3鄰中正路331號,246206.890,2745218.540
4076,新竹市北區光華里湳雅街42號,新竹市北區光華里10鄰湳雅街42號,247029.370,2745591.990
4077,新竹市北區西雅里中山路384號,新竹市北區西雅里6鄰中山路384號,245822.530,2743701.109
4078,新竹市北區南寮里東大路三段714號,新竹市北區南寮里6鄰東大路三段714號,243683.799,2748129.629
4079,新竹市北區西雅里中山路428號,新竹市北區西雅里7鄰中山路428號,245720.470,2743624.819
4080,新竹市北區中寮里延平路三段535號,新竹市北區中寮里12鄰延平路三段535號,243240.560,2747934.710
4081,新竹市北區南勢里延平路一段368號,新竹市北區南勢里6鄰延平路一段368號,244916.500,2744198.560
4082,新竹市北區崇禮里中山路314號,新竹市北區崇禮里10鄰中山路314號,246041.429,2743817.919
4083,新竹市北區中山路59號,新竹市北區中山里12鄰中山路59號,246608.120,2744192.980
4084,新竹市北區潛園里西大路509號,新竹市北區潛園里12鄰西大路509號,246211.350,2744279.509
4085,新竹市北區南寮里東大路三段710號,新竹市北區南寮里6鄰東大路三段710號,243692.929,2748128.040
4086,新竹市北區金華里光華東街50號,新竹市北區金華里1鄰光華東街50號,247434.320,2745413.109
4087,新竹市北區中興里中山路86號,新竹市北區中興里1鄰中山路86號,246532.620,2744161.990
4088,新竹市北區新民里民富街116號,新竹市北區新民里5鄰民富街116號,246177.579,2744581.839
4089,新竹市北區北門里中正路281號,新竹市北區北門里17鄰中正路281號,246297.700,2745093.439
4090,新竹市北區中央里西門街40號,新竹市北區中央里7鄰西門街40號,246498.870,2743936.740
4091,新竹市北區金竹里金竹路131號,新竹市北區金竹里9鄰金竹路131號,247189.269,2746261.200
4092,新竹市北區湳雅里湳雅街203號,新竹市北區湳雅里11鄰湳雅街203號,247375.329,2745924.990
4093,新竹市北區北門里民富街30號,新竹市北區北門里11鄰民富街30號,246412.299,2744747.259
4094,新竹市北區文雅里中正路331號,新竹市北區文雅里3鄰中正路331號,246206.890,2745218.540
4095,新竹市北區客雅里延平路一段260號,新竹市北區客雅里1鄰延平路一段260號,245232.880,2744196.509
4096,新竹市北區民富里西大路579號,新竹市北區民富里14鄰西大路579號,245915.590,2744677.210
4097,新竹市北區林森路242號,新竹市北區育英里18鄰林森路242號,246222.880,2743419.480
4098,新竹市北區新民里北大路318號,新竹市北區新民里7鄰北大路318號,246228.540,2744349.450
4099,新竹市東區金山里金山街131號,新竹市東區金山里15鄰金山街131號,252428.970,2741074.600
4100,新竹市東區振興里振興路125號,新竹市東區振興里29鄰振興路125號,246017.630,2743171.549
4101,新竹市東區復興里鐵道路二段10號,新竹市東區復興里18鄰鐵道路二段10號,248049.130,2745299.439
4102,新竹市東區三民里民族路200號,新竹市東區三民里20鄰民族路200號,247982.489,2744685.049
4103,新竹市東區福德里中華路二段672號,新竹市東區福德里7鄰中華路二段672號,246511.709,2743446.069
4104,新竹市東區科園里光復路一段659號,新竹市東區科園里4鄰光復路一段659號,251048.549,2742157.020
4105,新竹市東區關東里光復路一段210號,新竹市東區關東里11鄰光復路一段210號,252197.980,2741619.020
4106,新竹市東區南大里西大路152號,新竹市東區南大里2鄰西大路152號,246951.140,2743288.879
4107,新竹市東區城隍廟邊8號,新竹市東區三民里10鄰民生路8號;新竹市東區立功里8鄰金城一路8號;新竹市東區金山里3鄰金山十八街8號;新竹市東區金山里3鄰金山十三街8號;新竹市東區金山里3鄰金山十五街8號;新竹市東區金山里3鄰金山十六街8號;新竹市東區科園里13鄰民有一街8號;新竹市東區科園里16鄰民享街8號;新竹市東區科園里22鄰研新四路8號;新竹市東區科園里22鄰展業二路8號,247917.549;250163.640;252462.070;252278.239;252324.840;252366.880;251128.929;250861.970;248730.049;249918.040,2744441.140;2742896.109;2741004.740;2741117.350;2741089.259;2741072.799;2741746.359;2742006.609;2741268.299;2741758.220
4108,新竹市東區寺前里竹蓮街103之1號,新竹市東區寺前里2鄰竹蓮街103之1號,246938.429,2743484.529
4109,新竹市東區復中里民生路249號,新竹市東區復中里13鄰民生路249號,247487.489,2744996.779
4110,新竹市東區光鎮里南大路653號,新竹市東區光鎮里5鄰南大路653號,246722.609,2742219.009
4111,新竹市東區仙水里光復路一段349號,新竹市東區仙水里14鄰光復路一段349號,251791.130,2741754.359
4112,新竹市東區新興里西大路143號,新竹市東區新興里2鄰西大路143號,246924.570,2743276.720
4113,新竹市東區豐功里新源街90號,新竹市東區豐功里15鄰新源街90號,249239.200,2743748.419
4114,新竹市東區長春街12號,新竹市東區新莊里13鄰長春街12號,251420.700,2741986.850
4115,新竹市東區豐功里建中路97號,新竹市東區豐功里7鄰建中路97號,249557.540,2743945.069
4116,新竹市東區東門里東前街23號,新竹市東區東門里10鄰東前街23號,246779.690,2744121.160
4117,新竹市東區東南街157號,新竹市東區頂竹里18鄰東南街157號,247430.720,2743321.580
4118,新竹市東區中正里東門街142號,新竹市東區中正里6鄰東門街142號,246878.290,2744098.770
